company_name,title,top_skills
Northrop Grumman,Software Engineer/Principal Software Engineer - Active DoD Secret Clearance Required,"agile, organization, communication, interpersonal, problemsolving, teamwork"
Northrop Grumman,Staff Software Engineer (AHT),"collaboration, agile"
Not applicable1,Senior Software Engineer,"nodejs, java"
Nutrien,Sr Software Engineer,"initiative, leadership, writing, agile"
Nuvolant,Software Engineer,"programming, problemsolving, agile"
Nyla Technology Solutions,Senior Software Engineer,"writing, agile, devops, testing"
OSI Engineering,Dataplane Software Engineer (SASE),"programming, virtualization, debugging, writing, python, scripting, networking"
OSI Engineering,"Infrastructure Software Engineer for 3+ month contract at Global Device Company in Cupertino, CA","kubernetes, organization, communication, hadoop, scripting"
OSI Engineering,"Software Engineer for global computer software company in Redmond, WA.","automation, problemsolving, communication, containerization, docker, devops"
OSI Engineering,"Staff Software Engineer for a well-known personal finance management company in Menlo Park, CA","java, testing, spring, programming, collaboration"
Obsidian Security,Senior Software Engineer - LLM services,"cybersecurity, collaboration, python, problemsolving, leadership, communication"
Ocean Technology inc,Embedded Software Engineer,
OhioHealth,Physical Therapist Home Health - SE Central Ohio,communication
Okta,Software Engineer- Federal,"automation, problemsolving, scripting, testing, leadership, organization, flexibility"
Oloop Technology Solutions,Senior Java Software Engineer,"microservices, automation"
Omega Holdings,Software Engineer,"automation, sql, python, programming"
Onward Search,Freelance Principal Software Engineer [74452],"innovation, spring, agile, kafka, nosql, containerization"
Open Systems Technologies,Full Stack Software Engineer,
Open Systems Technologies,Java Software Engineer,java
Open Systems Technologies,Senior Software Engineer - Data Analytics,
Open Systems Technologies,Software Engineer,"nodejs, kafka"
OpenGov Inc.,Sr. Software Engineer,"agile, microservices, leadership, collaboration, devops, automation, innovation, programming, javascript, sql"
Optum,Lead Cloud Software Engineer,"organization, leadership, agile, flexibility, programming, automation"
Oracle,Principal Software Engineer,"devops, innovation, spark, organization, agile, problemsolving, communication, flexibility, planning, go"
Oracle,Principal Software Engineer (C++),"c, sql, programming, problemsolving, debugging, communication, planning"
Oracle,Principal Software Engineer (Network File System),"testing, networking"
Oracle,Senior Software Engineer,"programming, problemsolving, communication, debugging"
Oracle,Software Engineer,"agile, communication, nosql, hadoop, planning, innovation, go"
Origin AI,Embedded Software Engineer,"communication, problemsolving, algorithms, networking, hardware"
"Outcome Logix ( A Tech 50 Finalist company 2022, by Pittsburgh Technology Council )",Workday Integration Software Engineer - Remote - Direct Client_JOBID307,testing
PKWARE,"Principal Software Engineer, Large Platform","testing, agile, communication"
PLANSIGHT,Software Engineer,"php, bootstrap, agile, communication, teamwork, laravel"
PMG GLOBAL,Software Engineer in Test,"testing, sql, automation, communication, java, programming"
PRI Technology,Senior Java Software Engineer,"java, spring, sql"
PRI Technology,Senior Software Engineer,"spring, sql"
Palantir Technologies,Backend Software Engineer - Infrastructure,"go, organization, programming, communication, planning"
Palo Alto Networks,Principal Software Engineer (AI Security Cloud),"cybersecurity, flexibility, collaboration, innovation, programming"
Palo Alto Networks,Principal Software Engineer (AI Security),"cybersecurity, flexibility, collaboration, innovation, programming"
Palo Alto Networks,Principal Software Engineer (Cloud Native NMS),"cybersecurity, leadership, collaboration, devops, programming, python, kubernetes"
Palo Alto Networks,Principal Software Engineer - Backend - Python (Xpanse),"cybersecurity, flexibility, collaboration, innovation, java"
Palo Alto Networks,Senior Staff Software Engineer (Front End - UI Focus),"cybersecurity, flexibility, collaboration, innovation, java, angular, nosql, testing"
Palo Alto Networks,Sr Principal Software Engineer (L7 Data Plane),"cybersecurity, collaboration, flexibility, innovation, teamwork, devops, programming, communication"
Panacea Direct Inc,Software Engineer,react
Panacea Direct Inc,Sr Software Engineer (Cobol),"agile, communication"
Parallel,Senior Software Engineer,"innovation, react, programming"
Paramount,Senior Director Software Engineer - Advanced Advertising,"innovation, agile, interpersonal, programming"
"Paramount Software Solutions, Inc","Software Engineer (architecture, development )","planning, testing, programming, agile, nodejs, communication"
Parsons Corporation,Software Engineer / Research Scientist,"pytorch, tensorflow"
Paycor,Senior Software Engineer,"agile, testing, innovation, writing, c, nosql"
Peacock,"Senior Software Engineer, Peacock, Direct-to-Consumer","microservices, go, kafka"
Pegasystems,Senior Software Engineer,"agile, java, algorithms, leadership"
People Tech Group Inc,Software Engineer,"programming, problemsolving, planning"
Peraton,Junior Software Engineer,"agile, sql"
Physicians Mutual,Sr Software Engineer Distributed Systems,"spring, java, agile, kafka, angular, writing, problemsolving, jenkins"
Pinnacle,"Principal Software Engineer, Python","devops, python, sql, algorithms, agile, debugging, collaboration, communication, interpersonal, c"
Pinterest,"Staff Software Engineer, ML Serving Platform","hardware, python"
Pipio,Software Engineer - Video and Audio Editor,"communication, nodejs, typescript, angular, nosql, html"
Pluralsight,Software Engineer,"writing, agile, collaboration, python, creativity"
Premier Group Recruitment,Software Engineer,"programming, python"
Premise,"Sr. Software Engineer, Infrastructure","organization, agile, programming, scripting"
Prestige Staffing,Senior Software Engineer,"spring, microservices, java, communication"
PriceSenz,Embedded Software Engineer,"programming, scripting"
PriceSenz,Sr./Staff  WiFi MAC Software Engineer ,"c, programming, problemsolving, communication"
Principal Financial Group,Experienced Software Engineer (Salesforce),automation
PrismHR,Senior Software Engineer,"kubernetes, writing, react, testing, ruby, angular, docker, kafka"
Pro17Analytics,Senior Software Engineer - Oracle PL/SQL,"agile, writing, programming, testing, java"
Procore Technologies,"Senior Software Engineer, Backend","organization, flexibility, teamwork, react, testing"
Procore Technologies,"Software Engineer 1, Backend",organization
Procore Technologies,"Software Engineer II, Ruby","kubernetes, java"
Procore Technologies,Staff Software Engineer,"devops, leadership, agile"
Procore Technologies,"Staff Software Engineer, Backend (Ruby)","kubernetes, java"
Procore Technologies,"Staff Software Engineer, Backend (Software Delivery)","collaboration, java"
Procore Technologies,"Staff Software Engineer, Full-Stack (Ruby)","typescript, react, ruby"
Prodigy Resources,Embedded Software Engineer,"adaptability, collaboration, interpersonal, testing, debugging, hardware"
Protingent,Telecommunications Software Engineer,"communication, testing, programming, hardware"
Provision People,Python Software Engineer,"python, programming, sql"
Publicis Media,Lead Software Engineer,"python, devops, innovation, agile, writing, debugging, programming, leadership, flexibility, go"
Publix Super Markets,Lead Software Engineer – Pharmacy Core Platform,"leadership, ansible, kafka, collaboration, teamwork, java, sql, scripting, spring, kubernetes"
Publix Super Markets,Sr. Software Engineer- Warehousing Modernization,"leadership, testing, motivation, sql, docker, agile, devops, angular, python"
Qentelli,Software Engineer in Test Automation,"automation, sql, problemsolving, c, jenkins, programming, java, python, agile, communication"
"Qorvo, Inc.",Software Engineer - Sensors and Prototyping,"testing, problemsolving, communication, collaboration"
Qualcomm,Graphics Software Engineer,"programming, decisionmaking, communication"
QueryPal,FE/Fullstack Software Engineer,"communication, automation, problemsolving, react, python, go, flexibility, algorithms"
"Quest Analytics, LLC","Software Engineer, Lead","testing, go, algorithms, programming, c, sql, javascript, react, flexibility, innovation"
Qumulo,"Software Engineer, Core Data Services","testing, programming, java, communication, debugging"
RCG Infosoft Incorporation,Senior Software Engineer,"java, kafka, go, python, writing, testing, leadership"
REN-ISAC,Software Engineer,"cybersecurity, organization, python, ruby, testing, programming"
RGBSI,Senior Software Engineer,"programming, automation, sql, communication, problemsolving, java, react"
"RIVA Solutions, Inc.",Senior Software Engineer,"containerization, typescript, angular, nodejs, problemsolving, communication, collaboration"
RVCM (RevaComm),"Software Engineer IV, Tech Lead","agile, spring, c, programming, leadership, organization"
Radley James,Senior Software Engineer,"python, problemsolving"
Randstad Digital Americas,Sr Embedded Software Engineer,"hardware, c"
Rangam,Database Software Engineer,"sql, writing, testing, flexibility, hardware, automation, scripting"
Rangam,Senior Software Engineer - ECM / FileNet,"testing, spring, sql, communication, problemsolving, react, programming"
Rangam,Software Engineer,
Raytheon,Software Engineer (SecDevOps),"devops, programming, bash, collaboration, cybersecurity"
Real Time Consulting LLC (RTC),Software Engineer - Avionics,"teamwork, communication, initiative, interpersonal, testing, innovation"
Recogni,Sr Chassis/OS Software Engineer,"networking, communication, hardware, containerization, collaboration, testing, virtualization, problemsolving"
Red Ventures,2024 Launch Program: Junior Software Engineer Intern,"leadership, spring, interpersonal, communication, decisionmaking"
Red Ventures,Full Stack Software Engineer | Bankrate.com,"programming, nodejs, javascript, svelte, sql, decisionmaking"
"Redapt, Inc.",Senior Java Software Engineer,"java, devops, leadership, microservices"
Redbock - an NES Fircroft company,Software Engineer,"r, c"
"Reddit, Inc.",Senior iOS Software Engineer - Growth,"swift, communication, programming, planning"
Reflex,Senior Software Engineer - Open Source,"python, communication, go"
Renewed Vision,Windows Software Engineer,"c, communication"
Retool,"Software Engineer, AI","javascript, nodejs, react, decisionmaking, programming"
Revolution Technologies,Geospatial Software Engineer,"initiative, organization, leadership, programming, scripting, python, docker, agile, hardware, testing"
Rexus Group,Junior Software Engineer,"hardware, testing, communication"
Ria Money Transfer,Senior Software Engineer,"angular, c, programming, bootstrap, agile, problemsolving, communication, collaboration"
Ripple Effect Studios ,Software Engineer III - C++ Performance (Ripple Effect),"innovation, debugging, programming, c, hardware, creativity"
Rippling,Senior Software Engineer - Platform,
Roadtrip Nation,Senior Software Engineer,"devops, javascript, html, css, scripting"
Robert Half,Senior Software Engineer,"agile, programming, spring, microservices, debugging, communication, teamwork, jenkins, testing, initiative"
Robert Half,Software Engineer,programming
Robinhood,Senior Software Engineer - Capacity Engineering and Analysis,organization
Robinhood,"Senior Software Engineer, Container Orchestration","kubernetes, networking, debugging"
Robinhood,Staff Software Engineer - Capacity Engineering and Analysis,organization
Robinhood,"Staff Software Engineer, DeployX","microservices, communication, collaboration"
Roblox,Senior Performance Software Engineer - Avatar,"c, writing, go"
Rocket Lab,Flight Software Engineer II - QA and Test,"testing, hardware, devops, c, bash, scripting, agile, communication"
Rocket Lab,Senior Ground Software Engineer II,"python, hardware, typescript, javascript, kubernetes"
Rocket Travel by Agoda,Software Engineer - Backend,"kotlin, testing, empathy, agile, programming, collaboration, organization"
Rockstar Games,"Senior Software Engineer (C#/.NET), Services","networking, sql, c, agile"
Rockwoods Inc,Java Software Engineer,"java, programming, spring"
Rose International,Software Engineer,"automation, testing, programming, communication, hardware, spring, java, innovation, cybersecurity, teamwork"
Round2POS,Senior Software Engineer,"svelte, go, programming, creativity, innovation, testing, communication, typescript, docker"
Run A Better Set (RABS),Associate Software Engineer,
SAIC,Software Engineer,"testing, agile, javascript, sql, problemsolving, communication"
SMS group USA,Software Engineer I,"programming, agile, algorithms, sql, problemsolving, automation, angular"
SQA Group,Senior .Net Software Engineer,"agile, automation, leadership, devops"
SS&C Eze,Principal Software Engineer,"microservices, programming, containerization, problemsolving, communication, agile, leadership"
SS&C Technologies,Senior Software Engineer,"python, javascript, testing, containerization, agile, writing, sql, nosql, react"
SVINNO Tech Inc,Senior Java Software Engineer,"agile, innovation, java, leadership"
Salesbricks 🧱,Staff Software Engineer,spark
Salesforce,Senior/Lead/Principal Full-Stack Software Engineer - Backend,"testing, programming, automation, organization, interpersonal, agile, initiative"
Sandia National Laboratories,R&D Computer Science Software Engineer/Satellite Remote Systems (Experienced) - Onsite,"hardware, agile, collaboration, programming, c, docker, testing"
ScaleneWorks People Solutions LLP,Software Engineer - AXIOM ,"sql, communication"
Schweitzer Engineering Laboratories (SEL),Lead Software Engineer,"react, testing, agile, go, automation, microservices, c, kubernetes, communication"
Scientific Research Corporation,Software Engineer,"agile, communication, multitasking, hardware, express, writing, javascript, organization"
Scorebird,Embedded Software Engineer,"hardware, ruby, javascript"
Searchability®,Senior Software Engineer,"python, c, express"
SecureKloud Technologies,Ruby on Rails Software Engineer - REMOTE (USA),"ruby, communication, testing, programming, debugging, collaboration, javascript"
Selby Jennings,Elite Hedge Fund | Software Engineer,"programming, motivation"
Selby Jennings,HFT Trading Firm | Senior Software Engineer,"algorithms, python, problemsolving"
Selby Jennings,High Frequency Trading | Senior Software Engineer,"programming, c, problemsolving"
Selby Jennings,Lead Software Engineer,"algorithms, python, flexibility"
Selby Jennings,Multi-Strat Hedge Fund | Senior Software Engineer,"python, programming"
Selby Jennings,Senior Software Engineer,"c, python"
Selby Jennings,Staff Software Engineer | Blockchain Startup,"rust, blockchain, programming, collaboration, testing"
ServiceCore,Senior Software Engineer (React+Full Stack),"react, agile, programming, aspnet, testing, docker, hardware"
ServiceNow,"Senior Full-Stack Software Engineer, UX Platform","innovation, automation, java, javascript, react, organization, agile, flexibility"
ServiceNow,Senior Software Engineer - Observability,"networking, go, scripting, ansible, virtualization, communication, flexibility"
ServiceNow,Software Engineer,"automation, java, javascript, react, flexibility"
ServiceNow,Staff Software Engineer,"automation, css, flexibility"
ServiceNow,Staff Software Engineer - Big Data,"spark, java, kafka, problemsolving, communication, kubernetes, testing, flexibility"
ServiceNow,Staff Software Engineer - Big Data Federal,"spark, algorithms, kafka, sql, writing, problemsolving, communication, flexibility"
ServiceTitan,"Staff Software Engineer, APEX","testing, automation, agile, devops, programming, javascript, leadership, planning"
Settle,Software Engineer,"communication, decisionmaking, collaboration, ruby, react"
Signify Technology,Senior Software Engineer,"scripting, programming, decisionmaking, python"
SimpliSafe,Staff Software Engineer,"collaboration, innovation, flexibility, nodejs, php, sql, agile, microservices, empathy"
SimplyApply,"Lead Software Engineer, Full Stack","programming, nosql, docker, agile"
SimplyApply,"Senior Software Engineer, Back End (GoLang)","agile, kafka, programming, nosql, docker"
SimplyApply,Software Engineer,"javascript, css, php, flask, communication, teamwork, writing, automation"
"Sira Consulting, an Inc 5000 company",Display Software Engineer,"programming, sql"
"Sira Consulting, an Inc 5000 company",Software Engineer L3,"debugging, hardware, python, programming"
Skillable,Senior Software Engineer,"testing, agile, react, teamwork, organization"
Skillz,Lead Software Engineer (Mobile SDK),"react, innovation"
Skillz,Mobile SDK SWE (multiple levels),"react, innovation"
Skillz,Senior Software Engineer (Mobile SDK),"react, innovation"
Skillz,Software Engineer (Mobile SDK),"react, innovation"
Smoothstack,Entry Level Software Engineer,"agile, spring, java"
Snap Inc.,"Software Engineer, Full Stack, 3+ Years of Experience","javascript, express, programming, microservices, nosql"
Snap Inc.,"Software Engineer, iOS, 3+ Years of Experience","express, problemsolving"
Snap Inc.,"Software Engineer, iOS, 7+ Years of Experience","express, problemsolving"
Snorkel AI,Senior Software Engineer — Developer Experience,"testing, teamwork, docker, containerization, scripting, communication, debugging"
SoFi,"Senior Software Engineer Web, Credit Card (Contract)","leadership, initiative, programming, javascript, css"
SoftWriters,Software Engineer,"agile, creativity, react, communication, organization"
SoftWriters,Software Engineer - Senior,"agile, collaboration, planning, algorithms, leadership, testing, creativity, sql, typescript, react"
"Softworld, a Kelly Company",Principal Embedded Software Engineer,"testing, c"
"Softworld, a Kelly Company",Software Engineer II,"c, agile, debugging"
SolarEdge Technologies,Commercial Sales Manager - SE,"communication, organization"
Solomon Page, Sr. Software Engineer,"sql, testing, agile, programming, communication"
Soni,Software Engineer,organization
Sonobi,Software Engineer,"javascript, collaboration, innovation, automation, resilience, css"
Sony Interactive Entertainment,Staff Software Engineer,"communication, testing, programming"
Sovrinti,Data Science Software Engineer,"innovation, collaboration, agile, communication, microservices, algorithms, sql, programming"
Space Dynamics Laboratory,Cloud Software Engineer,"virtualization, communication"
SparkLearn,Software Engineer,"programming, problemsolving, agile"
Spectrum,Access Network SE III- Audit & Automation,"testing, python, programming"
Spectrum,Software Engineer III,"testing, programming, java, sql"
SpotOn,Senior Software Engineer - SpotOn Payments (Go/React),"react, go, javascript, agile, kotlin"
Spreetail,Software Engineer II,"automation, testing, programming, flexibility"
Staffing Technologies,Software Engineer III,"problemsolving, communication, agile, sql, devops"
Staples,Software Engineer III - Machine Learning,"algorithms, scripting, nosql, sql"
Star Software System LLC,Java Software Engineer,"spring, agile"
State Farm,Lead Software Engineer – Cloud/Full Stack,"testing, agile, react, microservices, organization, communication, terraform, initiative"
State Farm,Remote - Software Engineer - OIPA Configurator,"communication, interpersonal, java, kubernetes, containerization, initiative"
"Stellar Consulting Solutions, LLC",Principal Software Engineer,"nodejs, kubernetes, react"
Storm4,Lead Software Engineer,"programming, hardware, typescript, nodejs, react, devops"
"Strategic Education, Inc",Software Engineer Intern,"motivation, writing, debugging, programming, automation, organization, communication"
Strayer University,Software Engineer Intern,"motivation, writing, debugging, programming, automation, organization, communication"
StrongDM,Senior Software Engineer - Identity,"programming, networking, writing, c"
StubHub,Software Engineer II – Fulfillment,"initiative, innovation, organization, creativity, programming, swift, flexibility"
StyleAI,Senior Software Engineer,collaboration
"Sub-Zero Group, Inc.",Software Engineer II - Cloud,"innovation, agile, microservices, java"
"Sunrise Systems, Inc.","Software Engineer (ReactJS, NodeJS, AWS) on W2",java
Swisslog,Software Engineer II,"sql, java, programming, testing, automation"
Synectics Inc.,Senior Full Stack Software Engineer,hardware
Synergies Plus Resources,Senior Software Engineer,"angular, testing, debugging, java, problemsolving, communication, collaboration"
Systems Integration Solutions,Software Engineer/Cloud Platform Engineer,"kubernetes, networking, programming, automation, python"
TALENT Software Services,Database Software Engineer,"sql, communication, writing"
TCGplayer (an eBay company),"Senior Software Engineer, Payments","c, nosql, microservices, leadership"
TCGplayer (an eBay company),"Software Engineer III, Payments","agile, c, microservices, communication"
TDA,Java Software Engineer,"java, testing, collaboration, programming, communication"
TEKsystems,HP Nonstop Software Engineer,
TEKsystems,Senior Software Engineer,"agile, testing, debugging, hardware, python, interpersonal, presentation, communication"
TEKsystems,Software Engineer,"agile, javascript, writing, testing"
TIDAL,"Lead Software Engineer, TIDAL Artist Platform","teamwork, leadership, collaboration, java, blockchain, go"
TRG,Software Engineer,"communication, sql, initiative, c"
Table4,Software Engineer,algorithms
Tachyon Technologies,Oracle IT Programmer/Software Engineer III,debugging
Tailored Management,Software Engineer,"communication, interpersonal, testing, hardware"
Talener,Senior Software Engineer,"python, microservices, problemsolving, sql"
Talener,Software Engineer - ML,"organization, testing, adaptability, containerization, terraform"
Talent Bull Inc.,Principal Software Engineer,"innovation, testing, agile, sql, communication"
Talent Groups,Java Software Engineer,"java, automation, programming, jenkins"
Talent Groups,Software Engineer -(Development of cloud-based services & Apps)-W2 Contract,"writing, problemsolving"
Talentify.io,Distinguished Software Engineer Cryptography and Data Protection (REMOTE),"leadership, organization, encryption"
Talentify.io,Senior Software Engineer - Remote,"organization, flexibility, c, programming, terraform, react"
Talentify.io,Senior Systems Software Engineer-REMOTE,"organization, planning, go, java, scripting, problemsolving, agile, communication"
Talentify.io,Software Engineer - Warehouse Control System- Remote - (Job Number: 00058568641),"hardware, organization, c, sql, aspnet, javascript, communication"
Talentify.io,Sr EDI Software Engineer I (Remote),"organization, programming, leadership, kubernetes"
Talution Group,Lead Software Engineer (3 Openings),"collaboration, problemsolving, communication"
Talution Group,Senior Software Engineer (4 Openings),problemsolving
Tata Technologies,Senior Software Engineer,"programming, automation, sql, communication, problemsolving"
TechDoQuest,Software Engineer,"testing, debugging, communication, spring, nosql"
TekJobs,Senior Software Engineer,flexibility
TekNavigators Staffing,Embedded Software Engineer,"c, programming"
TekWissen ®,Embedded Software Engineer ,"hardware, programming, automation, communication, python, testing, encryption, collaboration, go"
TekWissen ®,Software Engineer- Node.JS,"agile, devops, scripting, javascript, problemsolving, writing, testing, communication"
Telegraph,Senior Software Engineer - Backend,"collaboration, leadership, python, devops, go"
Tenstorrent,Principal Systems Software Engineer,"hardware, communication, teamwork, rust"
Tesla,"Fullstack Software Engineer, Sales Engineering","devops, leadership, innovation, networking, sql, nosql, agile, problemsolving, communication"
Tesla,"Internship, ML Performance Software Engineer, Dojo (Fall 2024)",c
TestSprite,Software Engineer,"testing, programming, agile, communication, collaboration"
The Aerospace Corporation,Integrated Testing and Facilities (IT&F) EHP SE&I Engineer,"testing, leadership, innovation, react, presentation, initiative"
The Hartford,Sr. Staff Software Engineer (DevSecOps),"leadership, java, devops, agile, docker, python, scripting, organization"
The Job Network,Lead Software Engineer - Finance (Hybrid),"hadoop, spark, flexibility, communication, writing, planning, organization, programming"
The Job Network,Senior Financial Software Engineer - Workday (Hybrid),"programming, flexibility, testing, communication, writing, planning"
The Job Network,Sr. Software Engineer,"agile, spring, devops, leadership, sql, nosql"
The Trade Desk,Senior Software Engineer,"sql, agile, planning"
The Trade Desk,"Senior Software Engineer, Forecasting","collaboration, communication, pytorch, leadership, initiative"
The University of Texas at Austin,"Lead R&D Software Engineer, Software/Hardware Integration","hardware, testing, problemsolving, programming, communication, planning, debugging, scripting, python"
The Walt Disney Company,"Lead Software Engineer, Frontend","flexibility, javascript, css, innovation, leadership, react, automation, html"
The Walt Disney Company,Software Engineer II,"automation, testing, programming, java, innovation, creativity, problemsolving, collaboration, communication, react"
The Walt Disney Company,Sr Software Engineer (Project Hire),"java, communication, agile, spring, interpersonal"
Thomson Reuters,Software Engineer - New Grad,"organization, java, programming, sql, communication, agile"
Tier4 Group, Senior Software Engineer - Kubernetes (1927890),"kubernetes, programming, scripting, agile, automation, communication"
TikTok,"Senior Software Engineer, Data Streaming","creativity, go"
TikTok,"Software Engineer, Ads Core- Traffic","creativity, hadoop"
TikTok,"Software Engineer, Data Streaming","creativity, go"
TikTok,Tech Lead Software Engineer - TikTok LIVE,"creativity, algorithms, planning, c, communication, leadership"
TikTok,iOS Software Engineer Intern (Creative Tools) - 2024 Summer (BS/MS),"creativity, express, innovation, communication, collaboration, problemsolving"
Tokio Marine HCC,Senior Software Engineer,"agile, devops, problemsolving, microservices, programming, innovation"
Tomahawk Robotics,Android Software Engineer,"agile, c, kotlin, writing, debugging, networking, initiative, interpersonal, communication, collaboration"
TraXtion,Sr Product Software Engineer,"programming, agile, testing, angular, sql, communication"
Travelers,Software Engineer I (.Net full stack),"innovation, organization, javascript, negotiation, debugging, communication, leadership"
Tri-Valley Aerospace,Embedded Software Engineer,"programming, organization, debugging, problemsolving, teamwork"
Trimble Inc.,Software Engineer 2,"sql, java, collaboration, javascript, programming, communication"
"Truist Insurance Holdings, LLC",Software Engineer - CMS/Web Development,"agile, css, devops, testing, programming, debugging"
TuneTunnel,Software Engineer Intern,"programming, problemsolving, communication, collaboration"
TwinSpires,"Software Engineer, Back End– B2B","problemsolving, automation, testing, communication, agile, interpersonal, spring"
Two Chairs,"Staff Software Engineer, Client Experience - Integrations Lead","planning, collaboration, leadership, containerization, kubernetes"
"Two Point Conversions, Inc.",Pharmacy Software Engineer,"devops, communication, programming, typescript, angular"
U.S. Bank,Senior Software Engineer,"agile, devops, flexibility, writing, collaboration, problemsolving"
UBS,"Software Engineer - DevOps, Global Banking","devops, interpersonal, communication, agile"
UC Santa Barbara,Junior Specialist: Full-Time Research Software Engineer,"writing, hardware, organization, problemsolving"
UPMC,"Principal Software Engineer, Realyze Intelligence","planning, leadership, programming, interpersonal, communication, containerization"
USAA,Fullstack Software Engineer - Mid Level,"java, planning"
USAA,Guidewire Software Engineer - Mid Level,planning
USAA,Guidewire Software Engineer Senior,"algorithms, planning"
USAA,Java Software Engineer - Mid Level,"java, spring, planning"
USAA,Mid-Level Software Engineer-Guidewire Contact Manager,"programming, planning"
Uber,Senior Software Engineer,planning
Uber,Senior Software Engineer - Backend,
Uber,Software Engineer II,"python, microservices"
Uber,Sr Software Engineer,java
Uber,Staff Software Engineer,"microservices, python"
Ultra Electronics Group,Principal Software Engineer,collaboration
Understanding Recruitment,Lead Software Engineer,"javascript, c"
Understanding Recruitment,Senior Software Engineer,"typescript, react, innovation, python, docker, kubernetes, sql"
Understanding Recruitment,Software Engineer,"blockchain, nodejs"
Understanding Recruitment,Staff Software Engineer,"rust, testing, communication"
University of Illinois Urbana-Champaign,Associate Software Engineer/Software Engineer-AITS,"sql, testing, java, interpersonal, leadership, html, scripting, writing"
"University of Tennessee, Knoxville",Software Engineer Intern,"devops, programming, innovation, problemsolving, communication, interpersonal"
VC5 Consulting,Oracle IT Programmer/ Software Engineer III,debugging
VIVA USA Inc.,Embedded Software Engineer,"programming, c, hardware, java, python, debugging"
"VMC Soft Technologies, Inc",Software Engineer in Test,"automation, testing, sql, python, programming, javascript, java, agile, communication, jenkins"
VMware,Senior Software Engineer (C#),"writing, c, innovation, leadership"
VMware,Senior Software Engineer (Java),"leadership, testing, programming, java, agile"
VRN Technologies,Software Engineer in Test,
Vallum Associates,Software Engineer in Test,"testing, programming, debugging, automation"
Valorem Reply,Lead Software Engineer,"agile, planning, testing, collaboration, react, communication"
Vantage Consulting,Software Engineer,"agile, c, python"
Vector Recruiting LLC,C Linux Software Engineer,"algorithms, scripting, writing, testing, python"
Veho,"Senior Software Engineer, Driver Marketplace","communication, testing, nodejs, empathy"
Venmo,Senior Staff Software Engineer - Python,"communication, organization, leadership, python, programming, nosql, terraform"
Venmo,Staff Software Engineer - Python,"communication, organization, leadership, python, programming, nosql, terraform"
Venusgeo Solutions,Senior Java Software Engineer,"java, spring, kafka, angular, html, css, jenkins"
Veracity Software Inc,"Lead / Sr. Software Engineer, React + Front End","javascript, react, ruby, communication, testing, debugging, programming, collaboration"
Verdant Robotics,Senior System Software Engineer,"testing, writing, bash, jenkins, docker"
Veritas Search Group,Staff Software Engineer - Interactive Computing,"python, automation, react, communication, interpersonal, problemsolving, writing"
Vernovis,Software Engineer,"sql, aspnet"
Vertex Inc.,Principal Software Engineer- Java (Remote),"leadership, communication, devops, planning, programming, docker, c, python, agile"
ViaBot,Robotics Software Engineer - Perception,"algorithms, testing"
Viasat,Senior Software Engineer,"programming, devops, scripting, react"
Viasat,Software Engineer,"programming, devops, scripting, react"
Viasat,Software Engineer Intern,"java, automation, networking, communication, c, testing, algorithms, debugging, scripting, python"
Vibrent Health,Senior Software Engineer,"agile, programming, docker, kubernetes, automation"
Vicarious Surgical Inc.,Senior Embedded Software Engineer,"testing, agile, python, programming, communication"
Visa,Sr. Software Engineer- Full-Stack,"agile, spring, automation"
Visa,Staff SW Engineer,"testing, automation, c, spring, nodejs"
Vistra Corp.,Simulator Software Engineer - Comanche Peak,"hardware, testing, communication, decisionmaking, planning, programming, c"
VivaHire,Senior Software Engineer,"c, programming"
Vive Financial,Software Engineer,"devops, sql, communication, problemsolving"
"Vizient, Inc",Senior Software Engineer,"angular, react"
Vuesol Technologies Inc,Software Engineer,programming
WEX,Senior Software Engineer,"agile, flexibility, go, writing, encryption, typescript, docker, devops"
WHOOP,"Senior Software Engineer (AI, Personalization & Progress)",communication
WHOOP,"Senior Software Engineer (Full Stack, Personalization & Progress)",communication
Walmart,"(USA) Senior, Software Engineer","organization, automation, programming, python, microservices, containerization, docker, cybersecurity"
Walmart,"Principal, Software Engineer","devops, problemsolving, initiative, cybersecurity, networking"
Walmart Global Tech,Distinguished Software Engineer,"algorithms, python, cybersecurity"
Walmart Global Tech,Principal Software Engineer,"algorithms, python, cybersecurity, organization, problemsolving, nosql, communication, collaboration"
Walmart Global Tech,"Senior Software Engineer, Full-Stack","agile, leadership, writing, nosql, java, cybersecurity"
Walmart Global Tech,Software Engineer III R-1833898,"swift, programming, innovation, problemsolving, communication, cybersecurity"
Walmart Global Tech,Software Engineer III R-1849459,"swift, programming, innovation, problemsolving, communication, cybersecurity"
Walmart Global Tech,Staff Software Engineer,"organization, python, testing, cybersecurity"
Walmart Global Tech,Staff Software Engineer - Backend (Data & Classification),"innovation, jenkins, programming, java, sql, testing, cybersecurity"
Warmer,Senior Software Engineer,"ruby, testing, problemsolving, communication, collaboration"
Warner Bros. Discovery,Senior Software Engineer,"leadership, programming, testing, sql, nosql"
Watershed,"Software engineer, intern","react, typescript, nodejs, planning, go"
WeaveGrid,Senior Software Engineer - Backend,"python, agile, devops, go"
WellSky,Sr. Software Engineer,"testing, angular, agile, collaboration"
Wells Fargo,.NET Senior Software Engineer - Credit Card Operations,"agile, sql, java, angular"
Wells Fargo,Credit Bureau Management Technology Lead Software Engineer,"organization, encryption, kafka, java, sql"
