industry_name,skills,unique_skills,top_10_skills
Media Production,"['devops', 'javascript', 'html', 'css', 'scripting']","'html', 'javascript', 'scripting'] 'css', ['devops',","'html', 'javascript', 'scripting'] 'css', ['devops',"
Medical Equipment Manufacturing,"['organization', 'testing', 'organization', 'c++', 'css', 'jenkins', 'devops', 'problem-solving', 'leadership', 'react', 'angular', 'automation', 'sql', 'microservices'] ['teamwork', 'organization', 'organization', 'debugging', 'automation', 'interpersonal', 'communication', 'devops', 'scripting', 'flexibility'] ['testing', 'testing', 'flexibility'] ['leadership', 'sql'] ['c++', 'c++', 'interpersonal', 'agile', 'debugging', 'hardware', 'scripting', 'c++', 'interpersonal', 'communication'] [] ['collaboration', 'testing', 'problem-solving', 'sql', 'communication'] ['communication', 'leadership', 'agile'] ['innovation', 'go', 'programming', 'hardware', 'c++', 'communication', 'c#', 'writing', 'ruby', 'communication'] ['innovation', 'go', 'debugging', 'communication', 'hardware', 'programming', 'c++', 'writing', 'debugging', 'ruby', 'communication', 'debugging'] ['leadership', 'c#', 'asp.net', 'sql', 'c#', 'asp.net', 'javascript', 'angular', 'sql', 'communication', 'interpersonal', 'agile'] ['c++', 'c++', 'programming', 'hardware', 'c++', 'agile', 'communication', 'leadership'] ['agile', 'python', 'programming', 'communication', 'testing', 'testing']","'go', 'hardware', 'organization', 'programming', 'communication'] ['collaboration', 'sql', 'css', 'microservices'] 'agile', 'debugging', ['agile', 'testing', 'interpersonal', 'automation', 'jenkins', 'ruby', 'javascript', 'debugging'] [] 'devops', 'c#', ['teamwork', ['communication', 'flexibility'] 'angular', ['leadership', 'testing'] 'sql'] ['organization', 'scripting', ['c++', 'leadership'] 'python', 'communication', 'leadership', 'writing', ['testing', 'asp.net', 'agile'] 'problem-solving', 'c++', ['innovation', 'react',","'go', 'hardware', 'organization', 'programming', 'communication'] ['collaboration', 'sql', 'css', 'microservices'] 'agile',"
Mental Health Care,"['collaboration', 'leadership', 'planning', 'containerization', 'kubernetes', 'planning']","'leadership', 'containerization', ['collaboration', 'planning'] 'kubernetes', 'planning',","'leadership', 'containerization', ['collaboration', 'planning'] 'kubernetes', 'planning',"
Mining,"['testing', 'problem-solving', 'debugging', 'testing', 'devops', 'writing', 'angular', 'sql', 'sql'] ['testing', 'communication', 'innovation']","'testing', 'devops', 'writing', ['testing', 'angular', 'sql'] 'sql', 'problem-solving', 'debugging', 'communication', 'innovation']","'testing', 'devops', 'writing', ['testing', 'angular', 'sql'] 'sql', 'problem-solving', 'debugging', 'communication',"
Motor Vehicle Manufacturing,"['programming', 'debugging', 'scripting', 'testing'] ['python', 'agile', 'programming', 'python', 'react', 'devops', 'docker', 'docker', 'agile', 'communication', 'presentation', 'listening'] ['testing', 'writing', 'testing', 'java', 'angular', 'spring', 'agile', 'agile', 'problem-solving'] ['programming', 'nosql', 'agile', 'programming', 'programming', 'programming', 'java', 'spring', 'writing', 'testing', 'communication', 'teamwork', 'interpersonal', 'problem-solving', 'sql', 'sql', 'agile'] ['agile', 'planning', 'leadership', 'java', 'sql', 'terraform', 'scripting', 'automation', 'communication'] ['leadership', 'agile', 'microservices', 'java', 'spring', 'spring', 'spring', 'java', 'kotlin', 'python', 'angular', 'react', 'vue', 'programming', 'terraform', 'agile', 'agile', 'problem-solving'] ['communication', 'nosql', 'python', 'docker', 'kubernetes', 'terraform', 'jenkins'] ['agile', 'planning', 'leadership', 'java', 'sql', 'terraform', 'scripting', 'automation', 'communication'] ['automation', 'programming', 'programming', 'sql', 'programming', 'communication', 'problem-solving', 'programming', 'java', 'react'] ['automation', 'spring', 'devops', 'agile', 'spring', 'spring', 'jenkins'] ['agile', 'agile', 'java', 'spring', 'nosql', 'communication', 'java'] ['agile', 'programming', 'python', 'react', 'devops', 'docker', 'docker', 'agile', 'communication', 'presentation'] ['java', 'spring', 'nosql', 'communication', 'listening'] ['automation', 'automation', 'programming'] ['collaboration', 'asp.net', 'sql', 'sql', 'java', 'devops', 'programming', 'problem-solving', 'communication', 'interpersonal', 'communication'] ['collaboration', 'organization', 'programming', 'programming', 'java', 'testing', 'problem-solving', 'communication', 'interpersonal', 'organization'] ['microservices', 'testing', 'programming', 'programming', 'sql', 'nosql', 'agile', 'programming', 'problem-solving', 'communication', 'teamwork', 'interpersonal'] ['spring', 'planning', 'agile', 'agile', 'planning', 'problem-solving', 'communication', 'teamwork']","'interpersonal'] 'programming', 'docker', 'organization', 'communication'] ['automation', ['collaboration', 'kubernetes', 'sql', 'planning', ['microservices', 'jenkins'] 'agile', 'debugging', 'spring', 'testing', 'interpersonal', ['agile', 'automation', 'nosql', 'microservices', 'presentation'] 'listening'] ['programming', ['spring', 'teamwork'] 'kotlin', 'organization'] 'java', 'devops', ['communication', 'angular', ['leadership', 'testing'] 'vue', ['python', 'java'] ['java', 'scripting', 'problem-solving'] 'python', 'communication', 'leadership', 'presentation', 'terraform', 'writing', ['testing', 'asp.net', 'teamwork', 'agile'] 'problem-solving', 'programming'] 'react'] 'react',","'interpersonal'] 'programming', 'docker', 'organization', 'communication'] ['automation', ['collaboration', 'kubernetes', 'sql', 'planning',"
Musicians,"['teamwork', 'leadership', 'collaboration', 'java', 'blockchain', 'go']","'leadership', 'go'] ['teamwork', 'java', 'collaboration', 'blockchain',","'leadership', 'go'] ['teamwork', 'java', 'collaboration', 'blockchain',"
Non-profit Organizations,"['testing', 'programming', 'debugging', 'agile', 'problem-solving', 'java', 'angular', 'testing', 'automation', 'testing']","'testing', 'automation', 'programming', ['testing', 'angular', 'testing'] 'problem-solving', 'java', 'debugging', 'agile',","'testing', 'automation', 'programming', ['testing', 'angular', 'testing'] 'problem-solving', 'java', 'debugging', 'agile',"
Oil and Gas,"['debugging', 'debugging'] ['java', 'java', 'microservices', 'spring', 'java', 'programming', 'microservices', 'spring', 'java', 'programming', 'problem-solving', 'communication', 'collaboration'] ['organization', 'empathy', 'agile', 'leadership', 'networking', 'programming', 'java', 'programming', 'communication', 'networking', 'programming', 'java', 'programming', 'go']","'spring', 'leadership', 'networking', 'go'] ['debugging', 'microservices', 'programming', 'agile', ['java', ['organization', 'empathy', 'java', 'debugging'] 'problem-solving', 'communication', 'collaboration']","'spring', 'leadership', 'networking', 'go'] ['debugging', 'microservices', 'programming', 'agile', ['java', ['organization',"
Outsourcing and Offshoring Consulting,"['hardware', 'hardware', 'hardware', 'hardware', 'hardware', 'hardware']","['hardware', 'hardware', 'hardware']","['hardware', 'hardware', 'hardware']"
Pharmaceutical Manufacturing,"['devops', 'spring', 'spring', 'nosql', 'angular', 'typescript', 'problem-solving']","'spring', 'nosql', 'angular', 'problem-solving'] 'typescript', ['devops',","'spring', 'nosql', 'angular', 'problem-solving'] 'typescript', ['devops',"
Professional Services,"['go', 'java', 'java', 'java', 'java', 'angular', 'leadership']","'java', ['go', 'leadership'] 'angular',","'java', ['go', 'leadership'] 'angular',"
Public Safety,"['planning', 'agile', 'hardware'] ['planning', 'agile', 'hardware'] ['programming', 'python', 'testing', 'communication']","'testing', 'hardware'] 'communication'] ['planning', ['programming', 'python', 'agile',","'testing', 'hardware'] 'communication'] ['planning', ['programming', 'python', 'agile',"
Real Estate,"['asp.net', 'asp.net', 'react', 'react', 'node.js', 'planning', 'communication'] ['collaboration', 'programming', 'writing', 'sql', 'writing', 'organization', 'devops', 'communication', 'organization'] ['flexibility', 'testing', 'innovation', 'communication', 'organization'] ['css', 'css', 'microservices', 'kubernetes', 'css', 'agile']","'programming', 'organization', 'innovation', 'communication'] ['collaboration', 'kubernetes', 'sql', 'planning', 'css', 'testing', 'microservices', ['css', 'organization'] ['flexibility', 'devops', 'communication', ['asp.net', 'writing', 'asp.net', 'node.js', 'agile'] 'react',","'programming', 'organization', 'innovation', 'communication'] ['collaboration', 'kubernetes', 'sql', 'planning', 'css', 'testing',"
Renewable Energy Power Generation,"['hardware', 'communication', 'hardware', 'programming', 'programming', 'hardware', 'testing'] ['hardware', 'hardware', 'programming', 'programming']","'hardware', 'programming', ['hardware', 'testing'] 'programming'] 'communication',","'hardware', 'programming', ['hardware', 'testing'] 'programming'] 'communication',"
Research Services,"['agile', 'c++', 'programming', 'debugging', 'hardware', 'agile', 'scripting', 'c++', 'agile'] ['problem-solving', 'algorithms', 'hardware', 'hardware', 'programming', 'programming', 'organization', 'hardware', 'leadership', 'communication'] ['problem-solving', 'hardware', 'testing', 'programming', 'programming', 'programming', 'programming', 'algorithms', 'debugging', 'hardware', 'hardware', 'programming', 'testing', 'programming'] ['problem-solving', 'testing', 'programming']","['agile', 'leadership', 'testing', 'hardware', 'programming', 'organization', 'algorithms', 'communication'] ['problem-solving', 'agile'] 'programming'] 'scripting', 'c++', 'debugging', 'agile',","['agile', 'leadership', 'testing', 'hardware', 'programming', 'organization', 'algorithms', 'communication'] ['problem-solving', 'agile']"
Restaurants,"['writing', 'testing', 'agile', 'agile', 'programming', 'leadership']","['writing', 'testing', 'programming', 'leadership'] 'agile',","['writing', 'testing', 'programming', 'leadership'] 'agile',"
Retail,"['innovation', 'cybersecurity'] ['planning', 'agile', 'angular', 'automation', 'nosql', 'communication', 'agile'] ['java', 'planning', 'testing', 'automation', 'testing', 'automation', 'react', 'sql', 'communication', 'communication', 'problem-solving', 'java', 'sql', 'javascript', 'sql'] ['innovation', 'writing', 'debugging', 'agile', 'communication', 'terraform'] ['testing', 'testing', 'kubernetes', 'kafka', 'automation', 'automation', 'spring', 'spring', 'microservices', 'java', 'docker', 'scripting', 'automation'] ['react', 'programming', 'testing', 'testing', 'java', 'javascript', 'css', 'javascript', 'testing', 'writing'] ['programming', 'testing', 'testing', 'react'] ['programming', 'testing', 'testing'] ['automation', 'testing', 'programming', 'flexibility'] ['leadership', 'testing', 'planning', 'communication', 'collaboration', 'programming', 'testing'] ['organization', 'automation', 'programming', 'python', 'microservices', 'containerization', 'docker', 'cybersecurity'] ['leadership', 'testing', 'planning', 'communication', 'collaboration', 'programming', 'testing'] ['swift', 'java', 'communication', 'collaboration', 'sql', 'organization', 'hardware', 'hardware', 'hardware'] ['sql', 'sql', 'communication', 'flexibility', 'automation', 'writing', 'sql', 'sql', 'communication'] ['leadership', 'leadership', 'programming', 'programming', 'problem-solving'] ['programming', 'programming', 'encryption', 'communication', 'programming'] ['organization', 'problem-solving', 'nosql', 'python', 'communication', 'collaboration', 'cybersecurity'] ['organization', 'python', 'testing', 'cybersecurity'] ['programming', 'testing', 'testing'] ['programming', 'testing', 'testing', 'javascript', 'javascript'] ['programming', 'testing', 'testing', 'java', 'spring', 'testing', 'agile', 'agile', 'jenkins', 'angular', 'spring'] ['testing', 'testing', 'spring', 'nosql', 'testing'] ['testing', 'testing', 'angular', 'javascript', 'typescript', 'react', 'containerization', 'docker'] ['devops', 'devops', 'problem-solving', 'initiative', 'cybersecurity', 'networking'] ['communication', 'leadership', 'leadership', 'java', 'agile']","'hardware', 'docker', 'programming', 'organization', 'communication'] ['automation', 'kubernetes', 'sql', 'planning', 'css', 'cybersecurity'] ['sql', 'docker'] 'cybersecurity', 'agile', ['devops', 'debugging', 'spring', 'testing', 'automation', 'networking'] 'nosql', 'microservices', ['swift', 'jenkins', ['planning', 'javascript', ['programming', 'java', ['react', 'devops', 'initiative', 'hardware'] ['communication', 'javascript'] 'writing'] 'angular', 'flexibility'] 'automation'] 'testing'] 'sql'] ['java', ['leadership', ['organization', 'terraform'] 'scripting', 'python', 'react', 'problem-solving'] 'encryption', 'spring'] 'flexibility', 'communication', 'collaboration', 'kafka', 'leadership', 'writing', ['testing', 'containerization', 'agile'] 'programming'] 'typescript', 'react'] ['innovation', 'problem-solving',","'hardware', 'docker', 'programming', 'organization', 'communication'] ['automation', 'kubernetes', 'sql', 'planning', 'css',"
Retail Apparel and Fashion,"['collaboration', 'agile', 'communication', 'problem-solving']","'problem-solving'] 'communication', 'agile', ['collaboration',","'problem-solving'] 'communication', 'agile', ['collaboration',"
Retail Office Equipment,"['algorithms', 'scripting', 'nosql', 'sql']","'nosql', 'sql'] 'scripting', ['algorithms',","'nosql', 'sql'] 'scripting', ['algorithms',"
Robotics Engineering,"['programming', 'automation', 'teamwork', 'programming', 'python', 'hardware', 'networking']","'automation', 'hardware', 'programming', 'teamwork', ['programming', 'python', 'networking']","'automation', 'hardware', 'programming', 'teamwork', ['programming', 'python', 'networking']"
Semiconductor Manufacturing,"['innovation', 'flexibility', 'algorithms', 'communication', 'flexibility'] ['programming', 'c++', 'programming', 'c++'] ['algorithms', 'hardware', 'algorithms', 'hardware', 'hardware', 'c++', 'programming', 'programming', 'hardware', 'programming'] ['testing', 'problem-solving', 'communication', 'collaboration'] ['hardware', 'programming', 'c++', 'agile', 'devops', 'hardware', 'programming'] ['networking', 'virtualization', 'networking', 'innovation', 'java', 'leadership', 'leadership', 'virtualization', 'collaboration', 'innovation', 'nosql', 'flexibility', 'spring', 'virtualization', 'leadership', 'communication'] ['automation', 'automation', 'automation', 'testing', 'leadership', 'communication', 'programming', 'interpersonal', 'agile'] ['virtualization', 'debugging', 'programming', 'writing', 'programming', 'python', 'scripting', 'networking']","['networking', 'hardware', 'programming', 'innovation', ['hardware', 'communication'] ['automation', 'agile', 'debugging', 'spring', 'testing', 'interpersonal', 'automation', 'nosql', 'algorithms', ['programming', 'java', 'c++'] 'devops', 'virtualization', 'flexibility'] 'scripting', 'python', ['algorithms', 'flexibility', 'communication', 'collaboration', 'networking', 'leadership', 'writing', ['testing', 'agile'] 'programming'] ['virtualization', 'c++', 'networking'] ['innovation', 'problem-solving', 'collaboration']","['networking', 'hardware', 'programming', 'innovation', ['hardware', 'communication'] ['automation', 'agile', 'debugging', 'spring',"
